"a","e","i","om","w","q","ad","per_y","ma","diameter","albedo","BV","UB","n","moid","spec_B"
0.373668795911781,0.739935924856698,0.897968386316212,0.594702198629864,0.25067064029143,0.284817861533786,0.472784591846809,0.373902030030772,0.658782331467113,0.819238012926677,0.879093198992443,0.734864300626305,0.734579439252336,0.626464508510977,0.336873663838711,"S"
0.476445781151026,0.258280002946063,0.147787753836174,0.127116462262274,0.538857856647834,0.54252974538186,0.42022838246415,0.473189167994287,0.304768095954096,0.822434401671723,0.492695214105793,0.649269311064718,0.757009345794392,0.505530202720551,0.533154546249354,"S"
0.352357503277351,0.498045966576364,0.0655038996423826,0.263245074458412,0.989989345927622,0.34849954693098,0.357538330801973,0.353949833683867,0.149812193815293,0.841201362006247,0.53904282115869,0.622129436325679,0.714018691588785,0.655707756754494,0.351662916881101,"S"
0.525734860160644,0.437396254288263,0.391448991353656,0.400761010191947,0.954241125379403,0.518210293942868,0.554332195838587,0.522555589266043,0.708550272423953,0.822011158568629,0.441561712846348,0.553235908141962,0.652336448598131,0.457238265312391,0.520373961536789,"S"
0.435956669499457,0.214329671704717,0.252489547481733,0.989808314045301,0.174176880327471,0.52082637600079,0.354959754744832,0.433477256038694,0.864387715513707,0.826057440203488,0.541561712846348,0.538622129436326,0.614953271028037,0.549573591152961,0.524098240203031,"S"
0.359660503561199,0.369365288061156,0.086720474685495,0.853955759490787,0.241564227887837,0.397446537595137,0.320808489193608,0.360762023338611,0.286325597612208,0.83963840900062,0.481108312342569,0.61169102296451,0.633644859813084,0.645502235394634,0.396850017314843,"S"
0.679226672322008,0.627794114262651,0.289790146761912,0.0855487457444503,0.171574010009139,0.566163127263321,0.838729794223425,0.683232172307594,0.0215410910630756,0.820910149115128,0.130982367758186,0.223382045929019,0.368224299065421,0.336110056232884,0.607058073837264,"C"
0.449123857236049,0.237018241065527,0.229235734660882,0.612123292260913,0.939940197743649,0.524966189525742,0.379328370670676,0.44630748821318,0.144346976977583,0.824108673590605,0.643324937027708,0.578288100208768,0.577570093457944,0.534780448359959,0.519755283550704,"S"
0.564159897443857,0.964698692287379,0.0766814347987371,0.0234368693265489,0.940535784152771,0.338356067851118,0.832170378629438,0.56180535354569,0.848233219953938,0.823617122268693,0.602015113350126,0.559498956158664,0.594392523364486,0.423126177039139,0.332391911664506,"S"
0.488895345593909,0.30984083641802,0.228207731121083,0.51203107441393,0.916522320111608,0.534582338809578,0.456044473193434,0.485553062110875,0.3486975805929,0.822980785637301,0.0554156171284635,0.265135699373695,0.442990654205607,0.492812178348042,0.534664608965393,"C"
0.615417861823781,0.648190573743387,0.328765955226639,0.982516223919439,0.594532866896871,0.50670819343788,0.763066962035659,0.615185087170927,0.441533077993597,0.825079132599887,0.163727959697733,0.25678496868476,0.401869158878505,0.381802957252927,0.50279455218215,"C"
0.47155949959865,0.510014732136911,0.127253316967753,0.0201546634517405,0.172747693143645,0.444445747102227,0.515172471643551,0.468356104287168,0.97055596351561,0.823036630000805,0.457430730478589,0.549060542797495,0.549532710280374,0.510623676501767,0.447007706936797,"S"
0.510976641463667,0.438573739898229,0.288653877735678,0.820855708041507,0.47090856190686,0.5050141524713,0.536234434411526,0.507657706198077,0.978718706414389,0.824820718848615,0.136020151133501,0.304801670146138,0.558878504672897,0.471133237918782,0.507585236324408,"C"
0.522066929701779,0.325342695700933,0.430779362148962,0.435918631104784,0.58281182743349,0.558665758768748,0.502729117795217,0.518843711658871,0.786163097673835,0.823001621111117,0.675062972292191,0.663883089770355,0.699065420560748,0.460648723145501,0.555361829749912,"S"
0.320285123792895,0.133944307484492,0.176584845292365,0.261551079085371,0.747420481127358,0.437572138860835,0.191385026935079,0.324345371869558,0.583656472050949,0.821300401475005,0.551637279596977,0.572025052192067,0.583177570093458,0.702959296014028,0.434402142970296,"S"
0.519809046110425,0.796761356530736,0.65583622756296,0.494602245041965,0.128075308663301,0.373476731966556,0.697244518830112,0.516561809086266,0.327266697654703,0.824124673715082,0.146095717884131,0.304801670146138,0.454205607476635,0.462762101482882,0.380499823432559,"C"
0.390893581726056,0.646128951027286,0.353465588523554,0.233803265384366,0.659014099775938,0.330091095628541,0.461733725400487,0.390190132889567,0.71305543436292,0.823453698118516,0.347607052896725,0.613778705636743,0.639252336448598,0.603980914392312,0.32796755001401,"L"
0.294329352818021,0.490162904002962,0.143948483609981,0.735427800190553,0.0449412936833945,0.302068836677629,0.280503517286344,0.300763909155179,0.723148981005438,0.835407211703207,0.586901763224181,0.590814196242171,0.691588785046729,0.744351230372841,0.292408218713739,"S"
0.38278727709718,0.433816155714807,0.153975082336234,0.365250375866968,0.955931556852245,0.396008326344983,0.372989838435319,0.382506724913001,0.388385457356049,0.823797305235257,0.215227751111007,0.25678496868476,0.233644859813084,0.614438471533132,0.398889212518982,"X"
0.50258663277103,0.241566451776558,0.274255724923664,0.409964341097052,0.243024198777159,0.573128053126932,0.44450349024536,0.499232522791931,0.0848222882691892,0.820036148420142,0.110831234256927,0.200417536534447,0.28785046728972,0.479241699243443,0.568411050956435,"C"
0.423741158067112,0.501723387211788,0.097449009391347,0.502968272034339,0.491831789231541,0.407315075501133,0.450473729525529,0.421647538893557,0.286826714606872,0.823370036420381,0.113350125944584,0.233820459290188,0.198130841121495,0.563727304524932,0.402084358697123,"X"
0.567037318636587,0.377865475658003,0.206515139700627,0.00847490724386419,0.875867121086462,0.577981314243717,0.580380580513903,0.564771128542084,0.0389315937551347,0.823438890638045,0.204030226700252,0.177453027139875,0.336448598130841,0.420685089427094,0.569448964683093,"C"
0.660823799048951,0.194843560388886,0.272336234185701,0.509552017820582,0.697278701475887,0.741026915181125,0.610101863887482,0.663427592606902,0.995600208289973,0.822750790228155,0.161209068010076,0.2839248434238,0.601869158878505,0.348692569412265,0.744876735737722,"C"
0.655083650408659,0.644644439950241,0.132722071961359,0.791699142854766,0.314661476934548,0.539580771372771,0.814503211422618,0.657279818593072,0.468427820605005,0.82442447811356,0.118387909319899,0.352818371607516,0.54392523364486,0.352712375605993,0.539162235114241,"C"
0.474799928245688,0.828983475327196,0.11771734993494,0.481853343480894,0.555579599870057,0.32825275294732,0.647413049018996,0.471560004202911,0.45585183881798,0.823570074209333,0.123425692695214,0.25678496868476,0.424299065420561,0.507239334641844,0.325334098323236,"C"
0.359682478360416,0.194911456838785,0.414499201068912,0.488765689482086,0.00473560195494232,0.455486719640635,0.25834416143383,0.360782560829918,0.473505777353847,0.825821906087767,0.249370277078086,0.436325678496869,0.676635514018691,0.645471821962713,0.452929920553606,"C"
0.652704168650088,0.323232885392444,0.310588649287967,0.357169571582383,0.952527305601294,0.677488719023794,0.660759349617289,0.654735502283661,0.46537681872735,0.82292094982065,0.141057934508816,0.206680584551148,0.407476635514019,0.354392309385629,0.679292798962705,"C"
0.498657464755753,0.571887338902861,0.49007517389991,0.870083426449991,0.959158006211111,0.443573872861894,0.575438124635343,0.495297949158472,0.0312124879272177,0.82393333521434,0.146095717884131,0.306889352818372,0.442990654205607,0.483092666853778,0.434328878471943,"C"
0.518255790660872,0.419668685788702,0.298203663246954,0.0287866325869676,0.0152007223440144,0.518630566997622,0.537505329983904,0.514993374106183,0.958169032080046,0.821997978780572,0.511335012594458,0.258872651356994,0.22803738317757,0.464222185616476,0.514846562161101,"X"
0.453005342069236,0.690128954304361,0.335645678349983,0.535945792426787,0.291462975411034,0.363122701420406,0.562140505491514,0.450105191026584,0.732339489866847,0.824635486074876,0.141057934508816,0.244258872651357,0.358878504672897,0.530508389227566,0.361100198318856,"X"
0.676773563393004,0.315549530609037,0.633065712391943,0.552490577903857,0.585088734418313,0.702636328632799,0.686370037585848,0.680583885502534,0.180008705936903,0.82122525267568,0.538790931989924,0.494780793319415,0.542056074766355,0.337760988746494,0.704972005635179,"S"
0.493816697468706,0.130709986057886,0.21055097134702,0.447394934225033,0.0947761777344819,0.607018784993378,0.388800975645727,0.490460254113605,0.806871102839054,0.823416443840746,0.10831234256927,0.22964509394572,0.467289719626168,0.487885015115976,0.60249532368988,"C"
0.49995142364415,0.340194251909832,0.359209622964837,0.472032399184848,0.585908837665724,0.533038641507579,0.481912607867499,0.496592907287344,0.422742195564784,0.822045995730285,0.10831234256927,0.171189979123173,0.308411214953271,0.481820636931748,0.5311560535443,"C"
0.370553077147683,0.537937963533585,0.149385614560293,0.532054071917384,0.752543529481893,0.350405325433384,0.395321959528864,0.370971143702049,0.763861000470063,0.828424110921447,0.937027707808564,0.572025052192067,0.620560747663551,0.630639051498674,0.355243515725573,"S"
0.609453587281281,0.477757912363103,0.756462058042806,0.926581683572778,0.0356094013881158,0.57354876210096,0.678018217040112,0.608914604678542,0.604588394136823,0.825842533319782,0.508816120906801,0.567849686847599,0.527102803738318,0.386385401433048,0.566905058490305,"S"
0.667782936331724,0.488790149417027,0.0926524033183969,0.347544067281857,0.770928272973522,0.618232008532785,0.757594569724289,0.670899817085711,0.454061006153066,0.822967311310608,0.118387909319899,0.267223382045929,0.482242990654206,0.343880410830941,0.617388368104935,"C"
0.371197460573421,0.372678812368601,0.239707224897897,0.938037894055067,0.821824322271099,0.406566365400585,0.336244232836617,0.371576912372024,0.56966331076567,0.820786831012465,0.312342569269521,0.701461377870564,0.710280373831776,0.629772917499006,0.399507890505067,"S"
0.486784908870832,0.366093930661172,0.053956600596511,0.858300296364628,0.502568566574611,0.51146005468736,0.476327974166121,0.483452112934376,0.0985792108414859,0.823606994697653,0.165550809656154,0.321503131524008,0.250467289719626,0.494942325938068,0.512994598452751,"X"
0.786544592603815,0.355091847886798,0.147632246536408,0.431576726151627,0.28711985667841,0.783038157131595,0.84009874163509,0.801556502435585,0.411567789939493,0.821606344817457,0.175314861460957,0.22964509394572,0.282242990654206,0.270976223056621,0.772338711870102,"X"
0.472528523693513,0.501895211769138,0.126238598918261,0.0207938936311964,0.120374456394669,0.448278270460526,0.513166156186923,0.469313694213691,0.0727052416717719,0.821093458421748,0.0377833753148615,0.244258872651357,0.448598130841121,0.509608918177136,0.44903469139121,"C"
0.382384006599543,0.536267792875526,0.25032208388489,0.562190604516381,0.297494673914953,0.360773468910486,0.410056804134182,0.382125323461323,0.935717483044524,0.826250962277599,0.571788413098237,0.586638830897704,0.586915887850467,0.614964391815962,0.355787301113344,"S"
0.605451799006066,0.494121660843795,0.356886765759639,0.513850197364752,0.801916590885314,0.563303055159715,0.680292135617048,0.60471607066149,0.691176141868884,0.822710487444515,0.350629722921914,0.196242171189979,0.205607476635514,0.389492039585027,0.571805639380091,"X"
0.461000990173462,0.527730612629977,0.481814017772866,0.132369638738506,0.710470148935814,0.429078342418273,0.508607860856403,0.45795047519566,0.229744586091861,0.822618488515511,0.0931989924433249,0.334029227557411,0.504672897196262,0.521831992285947,0.433539249989702,"C"
0.515935703876523,0.513182140760725,0.965925231608334,0.87754485429344,0.741933997735981,0.480408556709783,0.573593063865653,0.512652655528553,0.690498827819569,0.822878293778503,0.766246851385391,0.465553235908142,0.596261682242991,0.466412633191116,0.529645990828262,"X"
0.527034563142458,0.687131302240209,0.168958680410354,0.547555642868805,0.485469478506123,0.421677494521619,0.661148768543811,0.523872326946765,0.706652305978394,0.823761466728084,0.106045340050378,0.221294363256785,0.373831775700935,0.456036495046663,0.418019387088744,"C"
0.483823257118636,0.882775315528636,0.207177757981213,0.998105044365769,0.943155228180193,0.314586820737845,0.681887116666594,0.480507237855511,0.894860405540108,0.823428535977904,0.292191435768262,0.271398747390397,0.272897196261682,0.497949257069988,0.30831434833101,"X"
0.780927998985488,0.485447111130452,0.0879320127449084,0.567467703043504,0.699967348246991,0.715494677978652,0.900550128162625,0.795245776112877,0.484705537886008,0.823127128519944,0.143576826196474,0.258872651356994,0.332710280373832,0.274071478095429,0.717194966110285,"X"
0.481304190643552,0.387995565477895,0.100401850846041,0.00314297485814656,0.171217192791847,0.498377011430537,0.478419981417334,0.478005627005795,0.792732348672916,0.822581440486364,0.443324937027708,0.346555323590814,0.241121495327103,0.500523162899804,0.499859901998151,"X"
0.462927846179621,0.591130772656531,0.36046042333505,0.925857239646185,0.425332396138924,0.40730909569106,0.536273064054482,0.45984555950012,0.915322203524697,0.825047597177772,0.175314861460957,0.277661795407098,0.485981308411215,0.519765631056561,0.411055189495369,"C"
0.391369228992458,0.55489151415073,0.191482072674786,0.573674740209899,0.559979927224503,0.36182099675408,0.428600245780877,0.390641953014102,0.77999350130318,0.825100166352042,0.720403022670025,0.613778705636743,0.562616822429907,0.603373989281063,0.362605783759996,"S"
0.331818701114306,0.581185834805861,0.360387596279819,0.607348344972658,0.387720262329709,0.304359364171165,0.360113338275153,0.334932560524701,0.529901864973378,0.829631845598525,0.516372795969773,0.670146137787057,0.753271028037383,0.685494833583548,0.304119548775351,"S"
0.555623040148861,0.616196951968432,0.324129106023839,0.00263695339192733,0.143015851225034,0.472313373832027,0.669200998682628,0.553028075097055,0.874191365108355,0.823030474783492,0.110831234256927,0.252609603340292,0.422429906542056,0.430458626789524,0.476366419526519,"C"
0.519517029658009,0.641564757036484,0.117169653275681,0.0706453233965523,0.308082423472734,0.433540967146159,0.631912742689843,0.516266855204035,0.442567712147059,0.823065563063159,0.418136020151133,0.488517745302714,0.485981308411215,0.463036212346315,0.435867432937341,"S"
0.386135839546453,0.239654277662656,0.206171846389092,0.076852142129273,0.472397041788129,0.465272844631424,0.305719312839053,0.385676741740494,0.788505459835231,0.822599150464461,0.123425692695214,0.258872651356994,0.272897196261682,0.610092397987048,0.460252300138926,"X"
0.358476459356698,0.68610408921297,0.38690105254104,0.9097644353847,0.0418517158302531,0.291187010183638,0.432663516470922,0.35965577448452,0.505009022072913,0.82968426807019,0.130226700251889,0.319415448851775,0.607476635514019,0.647143567399627,0.285396806221426,"C"
0.475706804597544,0.562941082705495,0.496918523947928,0.564029306315129,0.341404776289384,0.428174141062484,0.541777729026064,0.472457529485504,0.627430386300057,0.824036427189349,0.165239294710327,0.183716075156576,0.325233644859813,0.506296776815661,0.431129662043894,"C"
0.807198351430641,0.272699556080466,0.451970316011364,0.202810891642825,0.734452382877473,0.84174472322729,0.822086624710455,0.824873203290236,0.930055116403239,0.822383770280351,0.113350125944584,0.271398747390397,0.244859813084112,0.259860390599809,0.842562733540764,"X"
0.522206386900383,0.470672960935194,0.216405942006062,0.767843598338383,0.10206470267807,0.502207576050656,0.563842975254288,0.518984728224988,0.0854718376770389,0.823631682742089,0.166498740554156,0.210855949895616,0.345794392523364,0.46051854207237,0.493355642644432,"C"
0.434295810941511,0.535872798772065,0.669935178594187,0.865399103929339,0.125373983857448,0.4039433851329,0.477212923273248,0.431864703274086,0.458173596718548,0.828769313976682,0.473551637279597,0.582463465553236,0.601869158878505,0.551473266882329,0.40917473403766,"K"
0.676635056854948,0.491110914759117,0.0914425683577439,0.19423704353979,0.681219190577297,0.624687314248337,0.770022135051839,0.680434435164666,0.186085736767805,0.822923891243946,0.143576826196474,0.225469728601253,0.368224299065421,0.337854441056319,0.61475898666407,"C"
0.449870782973153,0.311772355701144,0.0871050473229703,0.0289727759950008,0.206577200961266,0.498446583587722,0.409526703700975,0.447037742678769,0.513980426173712,0.82148334859894,0.118387909319899,0.30062630480167,0.368224299065421,0.533955272703373,0.501085047220597,"C"
0.689619501007206,0.305888163386972,0.412167352070713,0.281653760491988,0.658462103130713,0.718600782879449,0.697299546256698,0.694480206372542,0.274989185950315,0.822312128743911,0.629471032745592,0.302713987473904,0.289719626168224,0.329203184608113,0.71546510989919,"X"
0.518054608353334,0.406834347509412,0.355076226520342,0.0111359928819841,0.765774145908,0.523434033209072,0.531891279175475,0.514790305869079,0.280143405881248,0.823018379638257,0.138539042821159,0.219206680584551,0.364485981308411,0.464411673576824,0.52039838303624,"C"
0.677682589279641,0.277338441321303,0.331027365849422,0.00707134712640457,0.167431249599218,0.720412210378214,0.669214609190628,0.681564938486075,0.639218584812673,0.82124613789071,0.0969773299748111,0.173277661795407,0.338317757009346,0.33714828835259,0.724346395199449,"C"
0.642314417959953,0.446809931851571,0.540317755853547,0.674816822544703,0.425304986109054,0.614805482755778,0.705525937013172,0.643654515884029,0.0247640477033546,0.822037958391725,0.143576826196474,0.273486430062631,0.474766355140187,0.361822519157656,0.616199855131665,"C"
0.635548661723997,0.411755562933152,0.663907822377214,0.893018750690532,0.577940037173075,0.624022156401029,0.680786552132401,0.636463627039226,0.11395838816857,0.822936620414032,0.118387909319899,0.407098121085595,0.405607476635514,0.366745659272185,0.626566781648513,"T"
0.489043936401731,0.54518496604657,0.647177630671135,0.983036252694819,0.439854408181733,0.445812322674049,0.551979932104653,0.485701062231689,0.344596740340244,0.824826607676755,0.0705289672544081,0.352818371607516,0.476635514018692,0.492662591223396,0.448147376911165,"C"
0.479215446981764,0.573951742780779,0.57604226543526,0.115020122985291,0.543217734618428,0.426928018192777,0.550801474320568,0.475933580720518,0.686330888234386,0.82324277294118,0.161209068010076,0.25678496868476,0.377570093457944,0.502668853117667,0.419895772296544,"X"
0.650517978685657,0.489835601665309,0.267074569792299,0.353256149772471,0.510477090838183,0.603181379521465,0.736006094301527,0.652400009324689,0.493881178617917,0.822598984046529,0.513853904282116,0.538622129436326,0.454205607476635,0.35594286691531,0.592710442909942,"S"
0.446986720182477,0.409974193980673,0.423485359175045,0.953803217590712,0.966369753162846,0.460175130705564,0.444432956013138,0.444219498020982,0.371043181292571,0.822790833635985,0.475566750629723,0.572025052192067,0.57196261682243,0.537149668655292,0.452563598061845,"S"
0.4795300833029,0.729808742403817,0.214775859161533,0.585461293365631,0.409067171134988,0.368825132688398,0.61407029254039,0.476245572794029,0.705288783859671,0.82405372123442,0.125944584382872,0.304801670146138,0.469158878504673,0.502344970052315,0.364899776608404,"C"
0.494954560559076,0.229679015766179,0.224939893954559,0.377964823154406,0.526228826571602,0.570531694046452,0.430590726935259,0.491596428037425,0.969827158778311,0.822257121564343,0.544080604534005,0.569937369519833,0.6,0.486753737952883,0.561190427618827,"S"
0.673548649539051,0.470996640473745,0.115656311551349,0.115716998490374,0.0879912514684395,0.630975050824059,0.756492712292266,0.677106278159995,0.558395221056063,0.821871597670847,0.128463476070529,0.225469728601253,0.411214953271028,0.339943516444613,0.632191867022005,"C"
0.36240706485904,0.520093782358764,0.89158991033536,0.522834300336698,0.158618554293585,0.349609756911474,0.378344458292766,0.363330775282369,0.659987749005541,0.824985537706559,0.0780856423173804,0.235908141962422,0.368224299065421,0.641714505848713,0.370145107665437,"C"
0.688345208430127,0.463148204073766,0.189899288301782,0.172186948214194,0.9210589953197,0.647088004598775,0.77153284759739,0.693098594024996,0.392422397596594,0.822897660017973,0.10831234256927,0.340292275574113,0.642990654205608,0.330042522680464,0.645192245229626,"C"
0.810861902227656,0.189543820759114,0.415571182291242,0.479403284217457,0.847834881107398,0.885878536997816,0.782572852833194,0.829027171035361,0.583054564072457,0.822862596284604,0.146095717884131,0.260960334029228,0.332710280373832,0.25793130485504,0.891108604198967,"X"
0.709127369620783,0.181303856082456,0.174669179620992,0.971546030791028,0.590518644624265,0.792980002438596,0.659898387072811,0.715716534141498,0.660897792658198,0.82352691783088,0.370277078085642,0.574112734864301,0.714018691588785,0.316609706960286,0.78632816080548,"S"
0.491745994292634,0.873069837879689,0.325818007973499,0.00764796580750234,0.160036367690934,0.323870491536557,0.689233644702024,0.488394151379546,0.689821202105611,0.823491432914836,0.0881612090680101,0.242171189979123,0.538317757009346,0.48995135105082,0.330905049372945,"C"
0.507658630462069,0.231488270621785,0.247432636133181,0.157696184225341,0.783989146401059,0.581726852821105,0.446346430324706,0.504321942040117,0.547253919349587,0.822378527293163,0.452896725440806,0.260960334029228,0.332710280373832,0.474321429198183,0.577101034510998,"X"
0.451639224451866,0.299040532079119,0.204663433738508,0.849107194923135,0.467367757101724,0.504694371821719,0.406669211015867,0.448767755805845,0.228006820368517,0.824463211583251,0.153652392947103,0.22964509394572,0.502803738317757,0.532007445385905,0.507035752586766,"C"
0.386827516933847,0.373352987441961,0.107669196899652,0.89823900817478,0.0470386867257455,0.420184100068024,0.355796662495966,0.386332215492521,0.346428261096979,0.825866132113939,0.103274559193955,0.242171189979123,0.306542056074766,0.609199302476547,0.412992628451796,"C"
0.364695699110771,0.248447545739319,0.209198936120244,0.342672811443491,0.221135526095462,0.442340702240215,0.283478771580675,0.36547406958047,0.57109370103422,0.825338691038192,0.561712846347607,0.720250521920668,0.749532710280374,0.638579033369809,0.439746381100104,"S"
0.484978704290599,0.402080954004437,0.205224056190693,0.45573574593984,0.97950079928426,0.496312023754223,0.488688836929661,0.481655658511439,0.171137168172038,0.823513451202531,0.221662468513854,0.392484342379958,0.278504672897196,0.496773686670327,0.495814073589141,"X"
0.365391948085377,0.560116659706776,0.481353915318936,0.857706723609791,0.268989824490704,0.338709896510192,0.396619119157383,0.366126611919273,0.240905320523602,0.836424036729873,0.689420654911839,0.565762004175365,0.581308411214953,0.637628873014272,0.355627340291941,"S"
0.521586039615094,0.408620716008732,0.147839835169761,0.176916538728446,0.26161830465983,0.525825648600474,0.537046874732462,0.518357512065987,0.570320301284498,0.823175940162903,0.642317380352645,0.61169102296451,0.577570093457944,0.461097938834815,0.526365369402043,"S"
0.611097754181904,0.0677428514165676,0.62017933976848,0.968433079306485,0.144426196413513,0.747313149630442,0.494464141808146,0.610641634101457,0.258998403541315,0.822403437483077,0.0654911838790932,0.223382045929019,0.347663551401869,0.385116494193055,0.747925352919159,"X"
0.388547822647227,0.475548244986728,0.321769070476676,0.132325066381409,0.0914243960806499,0.386689027831762,0.395639010230317,0.387963481039532,0.0144415496019973,0.813957526227615,0.614609571788413,0.582463465553236,0.585046728971963,0.606984863138554,0.391098754194189,"S"
0.44716084711969,0.238462391309284,0.240288773084873,0.565639932465035,0.475449929273137,0.522609513508597,0.377568947060283,0.444389540392447,0.0317236845728295,0.826518736164843,0.578337531486146,0.613778705636743,0.414953271028037,0.536956176704395,0.518758072323131,"S"
0.665182022426548,0.145251877014253,0.28861423742048,0.947595674264698,0.65714089882782,0.766943849473561,0.591729536515516,0.668104720906795,0.438180828743119,0.823667619511669,0.143576826196474,0.265135699373695,0.491588785046729,0.345671122049689,0.761589181861859,"C"
